LapTimeCurrent,SpeedKmh,Throttle,Brake,Steering,Gear,Rpms,GlobalAccelerationG,LateralG,CarCoordX,CarCoordZ,TyreTempFL,TyreTempFR,TyreTempRL,TyreTempRR,BrakeTempFL,BrakeTempFR,BrakeTempRL,BrakeTempRR
54255,43.65,0.0,0.0,-0.0,2,3478,-0.0493,-0.0214,-54.467,174.016,74.6,74.6,75.8,75.8,0.0,26.0,26.0,26.0
54279,43.62,0.0,0.0,-0.0,2,3474,-0.0404,0.0189,-54.339,174.277,74.6,74.6,75.8,75.8,0.0,26.0,26.0,26.0
54300,43.58,0.0,0.0,-0.0,2,3472,-0.0489,-0.0199,-54.227,174.505,74.6,74.6,75.8,75.8,0.0,26.0,26.0,26.0
54318,43.54,0.0,0.0,-0.0,2,3469,-0.0405,0.0185,-54.131,174.701,74.6,74.6,75.8,75.8,0.0,26.0,26.0,26.0
54336,43.51,0.0,0.0,-0.0,2,3466,-0.0466,0.0212,-54.035,174.896,74.6,74.6,75.8,75.8,0.0,26.0,26.0,26.0
54357,43.48,0.0,0.0,-0.0,2,3463,-0.045,-0.0218,-53.923,175.124,74.6,74.6,75.8,75.8,0.0,26.0,26.0,26.0
54378,43.44,0.0,0.0,-0.0,2,3461,-0.0568,0.0187,-53.811,175.351,74.6,74.6,75.8,75.8,0.0,26.0,26.0,26.0
54399,43.41,0.0,0.0,-0.0,2,3458,-0.0469,-0.0179,-53.699,175.578,74.6,74.6,75.8,75.8,0.0,26.0,26.0,26.0
54417,43.38,0.0,0.0,-0.0,2,3456,-0.0491,-0.0238,-53.604,175.773,74.6,74.6,75.7,75.7,0.0,26.0,26.0,26.0
54441,43.33,0.0,0.0,-0.0,2,3452,-0.0381,-0.0195,-53.476,176.032,74.5,74.6,75.7,75.7,0.0,26.0,26.0,26.0
54459,43.3,0.0,0.0,-0.0,2,3450,-0.0506,-0.0207,-53.381,176.227,74.5,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54483,43.27,0.0,0.0,-0.0,2,3447,-0.0564,0.0227,-53.253,176.486,74.5,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54501,43.23,0.0,0.0,-0.0,2,3444,-0.0483,-0.021,-53.158,176.68,74.5,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54519,43.2,0.0,0.0,-0.0,2,3441,-0.0465,-0.0198,-53.062,176.874,74.5,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54543,43.17,0.0,0.0,-0.0,2,3439,-0.0484,0.0221,-52.935,177.132,74.5,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54561,43.13,0.0,0.0,-0.0,2,3436,-0.0436,-0.0223,-52.84,177.326,74.5,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54585,43.1,0.0,0.0,-0.0,2,3433,-0.0489,0.0198,-52.713,177.583,74.5,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54603,43.06,0.0,0.0,-0.0,2,3431,-0.0518,-0.0217,-52.618,177.777,74.5,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54624,43.03,0.0,0.0,-0.0,2,3428,-0.0456,0.0223,-52.508,178.002,74.4,74.5,75.7,75.7,0.0,26.0,26.0,26.0
54645,42.99,0.0,0.0,-0.0,2,3424,-0.0413,-0.023,-52.397,178.227,74.4,74.4,75.7,75.7,0.0,26.0,26.0,26.0
54666,42.95,0.0,0.0,-0.0,2,3422,-0.048,0.021,-52.286,178.452,74.4,74.4,75.7,75.7,0.0,26.0,26.0,26.0
54687,42.92,0.0,0.0,-0.0,2,3419,-0.0546,-0.0192,-52.176,178.677,74.4,74.4,75.6,75.6,0.0,26.0,26.0,26.0
54708,42.89,0.0,0.0,-0.0,2,3416,-0.0453,0.0232,-52.065,178.901,74.4,74.4,75.6,75.6,0.0,26.0,26.0,26.0
54729,42.86,0.0,0.0,-0.0,2,3414,-0.0465,0.0205,-51.955,179.126,74.4,74.4,75.6,75.6,0.0,26.0,26.0,26.0
54750,42.82,0.0,0.0,-0.0,2,3411,-0.0455,0.0227,-51.845,179.35,74.4,74.4,75.6,75.6,0.0,26.0,26.0,26.0
54768,42.78,0.0,0.0,-0.0,2,3408,-0.0473,-0.0192,-51.75,179.542,74.4,74.4,75.6,75.6,0.0,26.0,26.0,26.0
54792,42.75,0.0,0.0,-0.0,2,3406,-0.0418,-0.022,-51.625,179.798,74.4,74.4,75.6,75.6,0.0,26.0,26.0,26.0
54813,42.72,0.0,0.0,-0.0,2,3403,-0.0504,0.0215,-51.515,180.022,74.4,74.4,75.6,75.6,0.0,26.0,26.0,26.0
54831,42.68,0.0,0.0,-0.0,2,3400,-0.047,-0.0216,-51.42,180.213,74.3,74.4,75.6,75.6,0.0,26.0,26.0,26.0
54855,42.65,0.0,0.0,-0.0,2,3397,-0.0411,0.0189,-51.295,180.468,74.3,74.3,75.6,75.6,0.0,26.0,26.0,26.0
54873,42.62,0.0,0.0,-0.0,2,3394,-0.0476,-0.0202,-51.201,180.66,74.3,74.3,75.6,75.6,0.0,26.0,26.0,26.0
