LapTimeCurrent,SpeedKmh,Throttle,Brake,Steering,Gear,Rpms,GlobalAccelerationG,LateralG,CarCoordX,CarCoordZ,TyreTempFL,TyreTempFR,TyreTempRL,TyreTempRR,BrakeTempFL,BrakeTempFR,BrakeTempRL,BrakeTempRR
42,201.53,1.0,0.0,0.0009,4,9892,0.5373,-0.0143,-171.721,-79.929,68.6,75.4,74.3,76.6,0.0,26.0,26.0,26.0
63,201.64,0.0,0.0,0.0009,1,9682,-0.2715,-0.0235,-171.206,-78.871,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
84,201.43,0.0,0.0,0.0009,1,9387,-0.2934,-0.017,-170.691,-77.815,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
108,201.22,0.0,0.0,0.0009,5,8468,-0.2774,-0.0208,-170.103,-76.608,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
129,201.25,0.0,0.0,0.0009,5,8306,-0.3643,-0.0008,-169.589,-75.552,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
144,201.01,0.0,0.0,0.0009,5,8290,-0.37,0.0125,-169.222,-74.799,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
165,200.73,0.0,0.0,0.0009,5,8276,-0.3906,0.0261,-168.709,-73.746,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
186,200.42,0.0,0.0,0.0009,5,8276,-0.4118,0.0236,-168.197,-72.694,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
207,200.17,0.0,0.0,0.0009,5,8271,-0.3879,-0.0091,-167.685,-71.644,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
228,199.88,0.0,0.0,0.0009,5,8255,-0.3742,-0.0051,-167.174,-70.595,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
243,199.62,0.0,0.0,0.0009,5,8236,-0.3629,0.0174,-166.809,-69.847,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
264,199.34,0.0,0.0,0.0009,5,8219,-0.3731,-0.0044,-166.3,-68.801,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
285,199.11,0.0,0.0,0.0009,5,8206,-0.3748,-0.0192,-165.791,-67.756,68.7,75.4,74.3,76.6,0.0,26.0,26.0,26.0
