LapTimeCurrent,SpeedKmh,Throttle,Brake,Steering,Gear,Rpms,GlobalAccelerationG,LateralG,CarCoordX,CarCoordZ,TyreTempFL,TyreTempFR,TyreTempRL,TyreTempRR,BrakeTempFL,BrakeTempFR,BrakeTempRL,BrakeTempRR
140325,5.12,1.0,0.0,-0.0017,2,2473,1.0658,0.0037,-171.645,-42.912,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140349,5.81,1.0,0.0,-0.0012,2,2472,1.1056,-0.0108,-171.628,-42.879,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140367,6.03,1.0,0.0,-0.0004,2,2473,-1.1558,-0.0093,-171.614,-42.851,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140388,6.72,1.0,0.0,-0.0002,2,2473,1.115,0.0076,-171.598,-42.818,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140412,7.2,1.0,0.0,-0.0001,2,2473,1.0252,0.0004,-171.577,-42.776,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140430,7.66,1.0,0.0,-0.0001,2,2473,-0.0214,-0.0004,-171.56,-42.742,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140448,8.17,1.0,0.0,-0.0002,2,2473,0.2959,0.0037,-171.542,-42.707,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140472,8.67,1.0,0.0,-0.0004,2,2473,0.4634,0.0057,-171.517,-42.656,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140490,9.17,1.0,0.0,-0.0005,2,2473,0.5483,-0.0048,-171.497,-42.617,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140511,9.65,1.0,0.0,-0.0007,2,2473,0.5935,-0.0022,-171.473,-42.568,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140535,10.08,1.0,0.0,-0.0007,2,2473,0.6479,0.004,-171.443,-42.509,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140553,10.57,1.0,0.0,-0.0008,2,2473,0.6705,-0.0053,-171.42,-42.462,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140574,11.12,1.0,0.0,-0.0008,2,2474,0.6468,-0.0115,-171.392,-42.406,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140598,11.54,1.0,0.0,-0.0008,2,2474,0.6554,-0.0049,-171.358,-42.338,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140616,12.03,1.0,0.0,-0.0006,2,2474,0.6414,0.002,-171.331,-42.285,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140637,12.52,1.0,0.0,-0.0005,2,2474,0.661,-0.0172,-171.299,-42.221,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140655,12.94,1.0,0.0,-0.0005,2,2474,0.6641,-0.0171,-171.27,-42.164,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140673,13.43,1.0,0.0,-0.0005,2,2474,0.6526,0.0192,-171.241,-42.105,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140700,13.92,1.0,0.0,-0.0009,2,2474,0.6543,-0.0103,-171.195,-42.013,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140718,14.34,1.0,0.0,-0.0012,2,2474,0.6755,-0.0144,-171.163,-41.949,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140736,14.83,1.0,0.0,-0.0019,2,2475,0.6715,0.0163,-171.13,-41.883,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140754,15.32,1.0,0.0,-0.0029,2,2475,0.6735,-0.02,-171.097,-41.816,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140775,15.81,1.0,0.0,-0.0037,2,2475,0.6583,0.018,-171.056,-41.735,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140799,16.23,1.0,0.0,-0.0344,2,2475,0.668,0.0624,-171.008,-41.639,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140817,16.79,1.0,0.0,-0.0786,2,2475,0.6598,0.1428,-170.971,-41.566,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140835,17.21,1.0,0.0,-0.1114,2,2476,0.6768,0.1371,-170.932,-41.49,80.0,80.0,80.0,80.0,0.0,26.0,26.0,26.0
140862,17.76,1.0,0.0,-0.1605,2,2476,0.6702,0.1854,-170.872,-41.373,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
140880,18.25,1.0,0.0,-0.2035,2,2476,0.6516,0.1668,-170.83,-41.294,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
140901,18.67,1.0,0.0,-0.2403,2,2477,0.6609,0.16,-170.78,-41.199,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
140925,19.23,1.0,0.0,-0.2894,2,2477,0.6508,0.1629,-170.719,-41.087,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
140943,19.71,1.0,0.0,-0.3188,2,2477,0.6487,0.2134,-170.672,-41.002,79.9,79.9,80.0,80.0,0.0,26.0,26.0,26.0
140964,20.13,1.0,0.0,-0.3215,2,2478,0.664,0.1617,-170.616,-40.901,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
140988,20.68,1.0,0.0,-0.2884,2,2478,0.6598,0.0528,-170.549,-40.782,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141009,21.11,1.0,0.0,-0.2653,2,2479,0.6616,0.0577,-170.489,-40.676,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141027,21.66,1.0,0.0,-0.256,2,2479,0.6473,0.0448,-170.436,-40.582,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141051,22.15,1.0,0.0,-0.2536,2,2480,0.6713,0.0382,-170.364,-40.455,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141072,22.64,1.0,0.0,-0.2966,2,2480,0.6388,0.1761,-170.299,-40.341,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141090,23.12,1.0,0.0,-0.335,2,2481,0.6403,0.2254,-170.242,-40.242,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141114,23.6,1.0,0.0,-0.378,2,2482,0.6357,0.312,-170.164,-40.108,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141132,24.08,1.0,0.0,-0.421,2,2483,0.6383,0.2992,-170.103,-40.005,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141156,24.56,1.0,0.0,-0.4639,2,2484,0.6254,0.3567,-170.019,-39.867,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
141180,25.04,1.0,0.0,-0.5069,2,2485,0.6171,0.353,-169.931,-39.726,79.9,79.9,79.9,79.9,0.0,26.0,26.0,26.0
